Year,Month,Day,Value,data Completeness
2022,7,26,0.0,C
2022,7,27,0.0,C
2022,7,28,0.0,C
2022,7,29,0.0,C
2022,7,30,3.6,C
2022,7,31,0.0,C
2022,8,1,0.0,C
2022,8,2,2.8,C
2022,8,3,35.0,C
2022,8,4,13.0,C
2022,8,5,154.8,C
2022,8,6,4.5,C
2022,8,7,0.3,C
2022,8,8,34.6,C
2022,8,9,83.7,C
2022,8,10,49.2,C
2022,8,11,10.2,C
2022,8,12,70.6,C
2022,8,13,0.0,C
2022,8,14,0.0,C
2022,8,15,0.0,C
2022,8,16,10.7,C
2022,8,17,14.4,C
2022,8,18,16.4,C
2022,8,19,7.0,C
2022,8,20,6.9,C
2022,8,21,1.5,C
2022,8,22,0.0,C
2022,8,23,0.0,C
2022,8,24,6.2,C
2022,8,25,40.4,C
2022,8,26,0.0,C
2022,8,27,0.0,C
2022,8,28,0.0,C
2022,8,29,0.0,C
2022,8,30,6.4,C
2022,8,31,5.5,C
2022,9,1,4.4,C
2022,9,2,0.0,C
2022,9,3,0.0,C
2022,9,4,0.0,C
2022,9,5,0.0,C
2022,9,6,0.0,C
2022,9,7,7.2,C
2022,9,8,0.0,C
2022,9,9,0.0,C
2022,9,10,0.0,C
2022,9,11,0.0,C
2022,9,12,0.0,C
2022,9,13,0.0,C
2022,9,14,0.0,C
2022,9,15,0.0,C
2022,9,16,0.0,C
2022,9,17,0.0,C
2022,9,18,23.3,C
2022,9,19,0.9,C
2022,9,20,5.1,C
2022,9,21,15.9,C
2022,9,22,0.0,C
2022,9,23,19.0,C
2022,9,24,0.0,C
2022,9,25,0.0,C
2022,9,26,0.0,C
2022,9,27,0.0,C
2022,9,28,0.0,C
2022,9,29,8.4,C
2022,9,30,112.9,C
2022,10,1,1.9,C
2022,10,2,0.0,C
2022,10,3,0.0,C
2022,10,4,0.0,C
2022,10,5,0.0,C
2022,10,6,0.0,C
2022,10,7,25.3,C
2022,10,8,0.0,C
2022,10,9,4.7,C
2022,10,10,0.0,C
2022,10,11,0.0,C
2022,10,12,0.0,C
2022,10,13,0.0,C
2022,10,14,0.0,C
2022,10,15,0.0,C
2022,10,16,0.0,C
2022,10,17,0.0,C
2022,10,18,16.9,C
2022,10,19,0.0,C
2022,10,20,0.0,C
2022,10,21,0.0,C
2022,10,22,0.0,C
2022,10,23,0.0,C
2022,10,24,0.0,C
2022,10,25,0.0,C
2022,10,26,0.0,C
2022,10,27,0.0,C
2022,10,28,0.0,C
2022,10,29,0.0,C
2022,10,30,0.0,C
2022,10,31,0.0,C
2022,11,1,4.1,C
2022,11,2,25.3,C
2022,11,3,58.1,C
2022,11,4,3.7,C
2022,11,5,0.0,C
2022,11,6,6.9,C
2022,11,7,1.8,C
2022,11,8,10.0,C
2022,11,9,0.0,C
2022,11,10,0.0,C
2022,11,11,0.0,C
2022,11,12,0.0,C
2022,11,13,0.0,C
2022,11,14,0.0,C
2022,11,15,0.0,C
2022,11,16,0.0,C
2022,11,17,0.0,C
2022,11,18,0.0,C
2022,11,19,0.0,C
2022,11,20,0.0,C
2022,11,21,0.3,C
2022,11,22,1.7,C
2022,11,23,3.0,C
2022,11,24,6.4,C
2022,11,25,3.7,C
2022,11,26,0.6,C
2022,11,27,0.8,C
2022,11,28,0.7,C
2022,11,29,0.0,C
2022,11,30,0.0,C
2022,12,1,0.0,C
2022,12,2,0.0,C
2022,12,3,0.0,C
2022,12,4,0.0,C
2022,12,5,0.0,C
2022,12,6,0.0,C
2022,12,7,0.0,C
2022,12,8,0.0,C
2022,12,9,0.0,C
2022,12,10,0.0,C
2022,12,11,0.0,C
2022,12,12,0.0,C
2022,12,13,2.4,C
2022,12,14,9.8,C
2022,12,15,5.1,C
2022,12,16,1.0,C
2022,12,17,6.8,C
2022,12,18,0.0,C
2022,12,19,0.0,C
2022,12,20,0.0,C
2022,12,21,0.0,C
2022,12,22,0.0,C
2022,12,23,0.0,C
2022,12,24,0.0,C
2022,12,25,0.0,C
2022,12,26,0.0,C
2022,12,27,0.0,C
2022,12,28,0.0,C
2022,12,29,0.0,C
2022,12,30,0.0,C
2022,12,31,0.0,C
2023,1,1,0.0,C
2023,1,2,0.0,C
2023,1,3,0.0,C
2023,1,4,0.0,C
2023,1,5,0.0,C
2023,1,6,0.0,C
2023,1,7,0.0,C
2023,1,8,0.0,C
2023,1,9,0.0,C
2023,1,10,5.1,C
2023,1,11,3.6,C
2023,1,12,0.4,C
2023,1,13,3.9,C
2023,1,14,1.2,C
2023,1,15,0.0,C
2023,1,16,0.0,C
2023,1,17,0.0,C
2023,1,18,0.0,C
2023,1,19,0.0,C
2023,1,20,0.0,C
2023,1,21,0.0,C
2023,1,22,0.4,C
2023,1,23,0.0,C
2023,1,24,0.0,C
2023,1,25,0.0,C
2023,1,26,0.0,C
2023,1,27,0.0,C
2023,1,28,0.0,C
2023,1,29,0.0,C
2023,1,30,0.0,C
2023,1,31,0.0,C
2023,2,1,0.0,C
2023,2,2,0.1,C
2023,2,3,0.0,C
2023,2,4,0.1,C
2023,2,5,0.0,C
2023,2,6,0.0,C
2023,2,7,0.2,C
2023,2,8,0.0,C
2023,2,9,0.0,C
2023,2,10,0.1,C
2023,2,11,0.5,C
2023,2,12,0.1,C
2023,2,13,0.0,C
2023,2,14,0.0,C
2023,2,15,0.0,C
2023,2,16,0.0,C
2023,2,17,0.0,C
2023,2,18,0.0,C
2023,2,19,0.1,C
2023,2,20,0.0,C
2023,2,21,0.0,C
2023,2,22,0.0,C
2023,2,23,0.0,C
2023,2,24,0.0,C
2023,2,25,0.0,C
2023,2,26,0.0,C
2023,2,27,0.0,C
2023,2,28,0.0,C
2023,3,1,0.0,C
2023,3,2,0.0,C
2023,3,3,0.0,C
2023,3,4,0.0,C
2023,3,5,0.0,C
2023,3,6,0.0,C
2023,3,7,0.0,C
2023,3,8,0.0,C
2023,3,9,0.0,C
2023,3,10,0.0,C
2023,3,11,0.0,C
2023,3,12,0.5,C
2023,3,13,0.0,C
2023,3,14,0.0,C
2023,3,15,0.0,C
2023,3,16,0.0,C
2023,3,17,0.4,C
2023,3,18,0.0,C
2023,3,19,0.6,C
2023,3,20,0.3,C
2023,3,21,0.0,#
2023,3,22,0.0,#
2023,3,23,0.0,C
2023,3,24,0.1,C
2023,3,25,49.8,C
2023,3,26,6.1,C
2023,3,27,5.9,C
2023,3,28,0.0,C
2023,3,29,0.5,C
2023,3,30,0.2,C
2023,3,31,0.6,C
2023,4,1,0.0,C
2023,4,2,1.1,C
2023,4,3,1.6,C
2023,4,4,3.9,C
2023,4,5,0.3,C
2023,4,6,6.4,C
2023,4,7,3.4,C
2023,4,8,0.0,C
2023,4,9,2.2,C
2023,4,10,0.0,C
2023,4,11,0.0,C
2023,4,12,0.0,C
2023,4,13,0.0,C
2023,4,14,0.0,C
2023,4,15,0.0,C
2023,4,16,0.0,C
2023,4,17,0.0,C
2023,4,18,0.0,C
2023,4,19,28.7,C
2023,4,20,16.0,C
2023,4,21,4.0,C
2023,4,22,0.9,C
2023,4,23,0.7,C
2023,4,24,0.8,C
2023,4,25,3.9,C
2023,4,26,0.0,C
2023,4,27,0.0,C
2023,4,28,1.2,C
2023,4,29,0.0,C
2023,4,30,0.0,C
2023,5,1,0.0,C
2023,5,2,0.0,C
2023,5,3,0.2,C
2023,5,4,0.0,C
2023,5,5,0.0,C
2023,5,6,0.0,C
2023,5,7,37.7,C
2023,5,8,35.2,C
2023,5,9,0.1,C
2023,5,10,0.0,C
2023,5,11,1.7,C
2023,5,12,0.0,C
2023,5,13,10.1,C
2023,5,14,40.3,C
2023,5,15,0.1,C
2023,5,16,0.2,C
2023,5,17,25.3,C
2023,5,18,0.0,C
2023,5,19,0.0,C
2023,5,20,0.0,C
2023,5,21,2.4,C
2023,5,22,0.0,C
2023,5,23,5.1,C
2023,5,24,17.1,C
2023,5,25,0.0,C
2023,5,26,0.1,C
2023,5,27,0.0,C
2023,5,28,0.0,C
2023,5,29,0.0,C
2023,5,30,0.0,C
2023,5,31,0.0,C
2023,6,1,4.9,C
2023,6,2,0.0,C
2023,6,3,0.0,C
2023,6,4,5.3,C
2023,6,5,3.1,C
2023,6,6,32.7,C
2023,6,7,27.4,C
2023,6,8,3.1,C
2023,6,9,15.1,C
2023,6,10,0.6,C
2023,6,11,1.3,C
2023,6,12,0.3,C
2023,6,13,30.4,C
2023,6,14,54.6,C
2023,6,15,43.9,C
2023,6,16,42.8,C
2023,6,17,91.5,C
2023,6,18,31.7,C
2023,6,19,5.7,C
2023,6,20,3.2,C
2023,6,21,0.9,C
2023,6,22,0.3,C
2023,6,23,1.5,C
2023,6,24,6.5,C
2023,6,25,9.4,C
2023,6,26,12.1,C
2023,6,27,0.0,C
2023,6,28,7.1,C
2023,6,29,0.3,C
2023,6,30,9.8,C
2023,7,1,9.4,C
2023,7,2,15.9,C
2023,7,3,4.8,C
2023,7,4,8.6,C
2023,7,5,0.0,C
2023,7,6,0.0,C
2023,7,7,0.0,C
2023,7,8,0.0,C
2023,7,9,0.0,C
2023,7,10,0.0,C
2023,7,11,0.0,C
2023,7,12,0.0,C
2023,7,13,0.0,C
2023,7,14,0.0,C
2023,7,15,3.3,C
2023,7,16,5.6,C
2023,7,17,28.2,C
2023,7,18,11.2,C
2023,7,19,5.3,C
2023,7,20,4.9,C
2023,7,21,0.0,C
2023,7,22,0.0,C
2023,7,23,0.0,C
2023,7,24,0.0,C
2023,7,25,0.0,C
2023,7,26,0.0,C
2023,7,27,7.4,C
2023,7,28,0.0,C
2023,7,29,19.8,C
2023,7,30,14.3,C
2023,7,31,51.7,C
2023,8,1,0.0,C
2023,8,2,0.0,C
2023,8,3,0.0,C
2023,8,4,0.4,C
2023,8,5,6.1,C
2023,8,6,0.0,C
2023,8,7,0.8,C
2023,8,8,0.0,C
2023,8,9,0.0,C
2023,8,10,9.3,C
2023,8,11,29.6,C
2023,8,12,2.3,C
2023,8,13,36.1,C
2023,8,14,3.5,C
2023,8,15,0.1,C
2023,8,16,0.0,C
2023,8,17,0.0,C
2023,8,18,11.3,C
2023,8,19,0.5,C
2023,8,20,0.5,C
2023,8,21,0.0,C
2023,8,22,0.0,C
2023,8,23,0.0,C
2023,8,24,5.9,C
2023,8,25,7.7,C
2023,8,26,0.0,C
2023,8,27,4.4,C
2023,8,28,0.0,C
2023,8,29,25.6,C
2023,8,30,0.0,C
2023,8,31,0.7,C
2023,9,1,99.8,C
2023,9,2,79.8,C
2023,9,3,0.0,C
2023,9,4,0.0,C
2023,9,5,0.1,C
2023,9,6,0.0,C
2023,9,7,191.9,C
2023,9,8,415.3,C
2023,9,9,8.1,C
2023,9,10,66.5,C
2023,9,11,19.5,C
2023,9,12,0.4,C
2023,9,13,0.4,C
2023,9,14,131.0,C
2023,9,15,26.9,C
2023,9,16,4.6,C
2023,9,17,0.0,C
2023,9,18,0.0,C
2023,9,19,0.0,C
2023,9,20,0.0,C
2023,9,21,0.0,C
2023,9,22,0.0,C
2023,9,23,0.0,C
2023,9,24,0.0,C
2023,9,25,1.1,C
2023,9,26,0.0,C
2023,9,27,0.0,C
2023,9,28,0.0,C
2023,9,29,12.2,C
2023,9,30,0.0,C
2023,10,1,0.0,C
2023,10,2,1.1,C
2023,10,3,0.0,C
2023,10,4,0.0,C
2023,10,5,0.0,C
2023,10,6,0.0,C
2023,10,7,1.4,C
2023,10,8,94.2,C
2023,10,9,344.2,C
2023,10,10,2.2,C
2023,10,11,0.0,C
2023,10,12,0.0,C
2023,10,13,0.0,C
2023,10,14,0.0,C
2023,10,15,0.0,C
2023,10,16,0.0,C
2023,10,17,0.0,C
2023,10,18,29.4,C
2023,10,19,24.3,C
2023,10,20,0.1,C
2023,10,21,0.0,C
2023,10,22,0.0,C
2023,10,23,0.0,C
2023,10,24,0.0,C
2023,10,25,0.0,C
2023,10,26,0.0,C
2023,10,27,0.1,C
2023,10,28,2.3,C
2023,10,29,1.3,C
2023,10,30,0.0,C
2023,10,31,0.0,C
2023,11,1,0.0,C
2023,11,2,0.0,C
2023,11,3,0.1,C
2023,11,4,0.0,C
2023,11,5,0.0,C
2023,11,6,0.0,C
2023,11,7,0.0,C
2023,11,8,0.0,C
2023,11,9,0.0,C
2023,11,10,0.0,C
2023,11,11,2.8,C
2023,11,12,0.9,C
2023,11,13,0.0,C
2023,11,14,0.0,C
2023,11,15,0.0,C
2023,11,16,0.0,C
2023,11,17,0.0,C
2023,11,18,0.0,C
2023,11,19,0.0,C
2023,11,20,0.0,C
2023,11,21,0.0,C
2023,11,22,0.1,C
2023,11,23,0.0,C
2023,11,24,0.0,C
2023,11,25,0.0,C
2023,11,26,0.0,C
2023,11,27,0.0,C
2023,11,28,0.0,C
2023,11,29,0.1,C
2023,11,30,0.0,C
2023,12,1,0.0,C
2023,12,2,0.0,C
2023,12,3,0.0,C
2023,12,4,0.0,C
2023,12,5,0.0,C
2023,12,6,0.0,C
2023,12,7,0.0,C
2023,12,8,0.0,C
2023,12,9,0.0,C
2023,12,10,0.0,C
