Year,Month,Day,Value,data Completeness
2022,10,28,67,C
2022,10,29,63,C
2022,10,30,54,C
2022,10,31,45,C
2022,11,1,60,C
2022,11,2,85,C
2022,11,3,95,C
2022,11,4,87,C
2022,11,5,79,C
2022,11,6,84,C
2022,11,7,83,C
2022,11,8,85,C
2022,11,9,76,C
2022,11,10,78,C
2022,11,11,78,C
2022,11,12,81,C
2022,11,13,83,C
2022,11,14,79,C
2022,11,15,79,C
2022,11,16,81,C
2022,11,17,81,C
2022,11,18,80,C
2022,11,19,78,C
2022,11,20,79,C
2022,11,21,79,C
2022,11,22,88,C
2022,11,23,94,C
2022,11,24,95,C
2022,11,25,93,C
2022,11,26,89,C
2022,11,27,92,C
2022,11,28,88,C
2022,11,29,86,C
2022,11,30,83,C
2022,12,1,72,C
2022,12,2,67,C
2022,12,3,71,C
2022,12,4,72,C
2022,12,5,65,C
2022,12,6,67,C
2022,12,7,65,C
2022,12,8,70,C
2022,12,9,64,C
2022,12,10,57,C
2022,12,11,56,C
2022,12,12,57,C
2022,12,13,68,C
2022,12,14,89,C
2022,12,15,91,C
2022,12,16,89,C
2022,12,17,54,C
2022,12,18,20,C
2022,12,19,43,C
2022,12,20,69,C
2022,12,21,38,C
2022,12,22,24,C
2022,12,23,32,C
2022,12,24,41,C
2022,12,25,56,C
2022,12,26,63,C
2022,12,27,68,C
2022,12,28,64,C
2022,12,29,55,C
2022,12,30,59,C
2022,12,31,61,C
2023,1,1,61,C
2023,1,2,62,C
2023,1,3,67,C
2023,1,4,73,C
2023,1,5,77,C
2023,1,6,59,C
2023,1,7,55,C
2023,1,8,53,C
2023,1,9,71,C
2023,1,10,92,C
2023,1,11,88,C
2023,1,12,89,C
2023,1,13,95,C
2023,1,14,90,C
2023,1,15,78,C
2023,1,16,63,C
2023,1,17,69,C
2023,1,18,55,C
2023,1,19,59,C
2023,1,20,57,C
2023,1,21,79,C
2023,1,22,83,C
2023,1,23,87,C
2023,1,24,46,C
2023,1,25,52,C
2023,1,26,66,C
2023,1,27,40,C
2023,1,28,20,C
2023,1,29,28,C
2023,1,30,40,C
2023,1,31,58,C
2023,2,1,77,C
2023,2,2,77,C
2023,2,3,76,C
2023,2,4,82,C
2023,2,5,84,C
2023,2,6,85,C
2023,2,7,84,C
2023,2,8,86,C
2023,2,9,84,C
2023,2,10,88,C
2023,2,11,95,C
2023,2,12,96,C
2023,2,13,89,C
2023,2,14,61,C
2023,2,15,58,C
2023,2,16,60,C
2023,2,17,70,C
2023,2,18,67,C
2023,2,19,67,C
2023,2,20,64,C
2023,2,21,62,C
2023,2,22,60,C
2023,2,23,69,C
2023,2,24,65,C
2023,2,25,51,C
2023,2,26,55,C
2023,2,27,58,C
2023,2,28,70,C
2023,3,1,71,C
2023,3,2,68,C
2023,3,3,53,C
2023,3,4,63,C
2023,3,5,54,C
2023,3,6,45,C
2023,3,7,52,C
2023,3,8,79,C
2023,3,9,74,C
2023,3,10,66,C
2023,3,11,67,C
2023,3,12,71,C
2023,3,13,62,C
2023,3,14,74,C
2023,3,15,78,C
2023,3,16,71,C
2023,3,17,84,C
2023,3,18,80,C
2023,3,19,87,C
2023,3,20,89,C
2023,3,21,87,#
2023,3,22,83,#
2023,3,23,81,C
2023,3,24,82,C
2023,3,25,91,C
2023,3,26,92,C
2023,3,27,86,C
2023,3,28,84,C
2023,3,29,86,C
2023,3,30,90,C
2023,3,31,93,C
2023,4,1,89,C
2023,4,2,93,C
2023,4,3,92,C
2023,4,4,91,C
2023,4,5,89,C
2023,4,6,87,C
2023,4,7,71,C
2023,4,8,71,C
2023,4,9,71,C
2023,4,10,79,C
2023,4,11,83,C
2023,4,12,78,C
2023,4,13,80,C
2023,4,14,82,C
2023,4,15,70,C
2023,4,16,70,C
2023,4,17,81,C
2023,4,18,83,C
2023,4,19,83,C
2023,4,20,95,C
2023,4,21,92,C
2023,4,22,90,C
2023,4,23,92,C
2023,4,24,90,C
2023,4,25,91,C
2023,4,26,69,C
2023,4,27,79,C
2023,4,28,85,C
2023,4,29,82,C
2023,4,30,71,C
2023,5,1,76,C
2023,5,2,73,C
2023,5,3,85,C
2023,5,4,85,C
2023,5,5,81,C
2023,5,6,82,C
2023,5,7,86,C
2023,5,8,86,C
2023,5,9,78,C
2023,5,10,69,C
2023,5,11,75,C
2023,5,12,75,C
2023,5,13,84,C
2023,5,14,93,C
2023,5,15,84,C
2023,5,16,88,C
2023,5,17,90,C
2023,5,18,85,C
2023,5,19,83,C
2023,5,20,81,C
2023,5,21,79,C
2023,5,22,77,C
2023,5,23,89,C
2023,5,24,89,C
2023,5,25,90,C
2023,5,26,88,C
2023,5,27,82,C
2023,5,28,76,C
2023,5,29,75,C
2023,5,30,76,C
2023,5,31,78,C
2023,6,1,79,C
2023,6,2,77,C
2023,6,3,78,C
2023,6,4,81,C
2023,6,5,80,C
2023,6,6,87,C
2023,6,7,88,C
2023,6,8,84,C
2023,6,9,84,C
2023,6,10,82,C
2023,6,11,83,C
2023,6,12,78,C
2023,6,13,81,C
2023,6,14,88,C
2023,6,15,91,C
2023,6,16,93,C
2023,6,17,93,C
2023,6,18,90,C
2023,6,19,82,C
2023,6,20,80,C
2023,6,21,79,C
2023,6,22,76,C
2023,6,23,80,C
2023,6,24,86,C
2023,6,25,83,C
2023,6,26,83,C
2023,6,27,79,C
2023,6,28,87,C
2023,6,29,83,C
2023,6,30,81,C
2023,7,1,82,C
2023,7,2,90,C
2023,7,3,83,C
2023,7,4,83,C
2023,7,5,78,C
2023,7,6,78,C
2023,7,7,76,C
2023,7,8,76,C
2023,7,9,78,C
2023,7,10,76,C
2023,7,11,77,C
2023,7,12,75,C
2023,7,13,71,C
2023,7,14,71,C
2023,7,15,74,C
2023,7,16,75,C
2023,7,17,85,C
2023,7,18,87,C
2023,7,19,89,C
2023,7,20,80,C
2023,7,21,79,C
2023,7,22,77,C
2023,7,23,77,C
2023,7,24,77,C
2023,7,25,74,C
2023,7,26,70,C
2023,7,27,66,C
2023,7,28,72,C
2023,7,29,86,C
2023,7,30,88,C
2023,7,31,84,C
2023,8,1,79,C
2023,8,2,70,C
2023,8,3,73,C
2023,8,4,77,C
2023,8,5,81,C
2023,8,6,80,C
2023,8,7,78,C
2023,8,8,75,C
2023,8,9,77,C
2023,8,10,83,C
2023,8,11,86,C
2023,8,12,80,C
2023,8,13,86,C
2023,8,14,84,C
2023,8,15,83,C
2023,8,16,80,C
2023,8,17,83,C
2023,8,18,87,C
2023,8,19,85,C
2023,8,20,83,C
2023,8,21,84,C
2023,8,22,80,C
2023,8,23,79,C
2023,8,24,86,C
2023,8,25,84,C
2023,8,26,84,C
2023,8,27,85,C
2023,8,28,82,C
2023,8,29,83,C
2023,8,30,69,C
2023,8,31,68,C
2023,9,1,80,C
2023,9,2,93,C
2023,9,3,77,C
2023,9,4,71,C
2023,9,5,71,C
2023,9,6,73,C
2023,9,7,89,C
2023,9,8,96,C
2023,9,9,93,C
2023,9,10,94,C
2023,9,11,94,C
2023,9,12,89,C
2023,9,13,88,C
2023,9,14,94,C
2023,9,15,89,C
2023,9,16,90,C
2023,9,17,85,C
2023,9,18,81,C
2023,9,19,81,C
2023,9,20,78,C
2023,9,21,79,C
2023,9,22,77,C
2023,9,23,74,C
2023,9,24,75,C
2023,9,25,76,C
2023,9,26,76,C
2023,9,27,73,C
2023,9,28,71,C
2023,9,29,78,C
2023,9,30,75,C
2023,10,1,78,C
2023,10,2,77,C
2023,10,3,79,C
2023,10,4,71,C
2023,10,5,56,C
2023,10,6,60,C
2023,10,7,72,C
2023,10,8,86,C
2023,10,9,94,C
2023,10,10,81,C
2023,10,11,73,C
2023,10,12,70,C
2023,10,13,65,C
2023,10,14,64,C
2023,10,15,71,C
2023,10,16,69,C
2023,10,17,59,C
2023,10,18,85,C
2023,10,19,92,C
2023,10,20,80,C
2023,10,21,74,C
2023,10,22,69,C
2023,10,23,76,C
2023,10,24,79,#
2023,10,25,81,C
2023,10,26,78,C
2023,10,27,81,C
2023,10,28,85,C
2023,10,29,79,C
2023,10,30,77,C
2023,10,31,70,C
2023,11,1,69,C
2023,11,2,76,C
2023,11,3,77,C
2023,11,4,77,C
2023,11,5,77,C
2023,11,6,61,C
2023,11,7,70,C
2023,11,8,78,C
2023,11,9,82,C
2023,11,10,83,C
2023,11,11,86,C
2023,11,12,76,C
2023,11,13,65,C
2023,11,14,68,C
2023,11,15,69,C
2023,11,16,62,C
2023,11,17,29,C
2023,11,18,36,C
2023,11,19,56,C
2023,11,20,62,C
2023,11,21,69,C
2023,11,22,73,C
2023,11,23,74,C
2023,11,24,66,C
2023,11,25,64,C
2023,11,26,67,C
2023,11,27,65,C
2023,11,28,59,C
2023,11,29,72,C
2023,11,30,72,C
2023,12,1,67,C
2023,12,2,69,C
2023,12,3,73,C
2023,12,4,75,C
2023,12,5,72,C
2023,12,6,64,C
2023,12,7,42,C
2023,12,8,66,C
2023,12,9,81,C
2023,12,10,80,C
2023,12,11,85,C
2023,12,12,79,C
2023,12,13,84,C
2023,12,14,81,C
2023,12,15,80,C
2023,12,16,69,C
2023,12,17,66,C
2023,12,18,80,C
2023,12,19,72,C
2023,12,20,60,C
2023,12,21,61,C
2023,12,22,42,C
2023,12,23,51,C
2023,12,24,43,C
2023,12,25,44,C
2023,12,26,59,C
2023,12,27,58,C
2023,12,28,71,C
2023,12,29,79,C
2023,12,30,69,C
2023,12,31,71,C
2024,1,1,75,C
2024,1,2,75,C
2024,1,3,60,C
2024,1,4,64,C
2024,1,5,73,C
2024,1,6,75,C
2024,1,7,70,C
2024,1,8,72,C
2024,1,9,76,C
2024,1,10,63,C
2024,1,11,67,C
2024,1,12,74,C
2024,1,13,53,C
2024,1,14,54,C
2024,1,15,70,C
2024,1,16,73,C
2024,1,17,70,C
2024,1,18,72,C
2024,1,19,75,C
2024,1,20,72,C
2024,1,21,64,C
2024,1,22,69,C
2024,1,23,70,C
2024,1,24,52,C
2024,1,25,49,C
2024,1,26,56,C
2024,1,27,62,C
2024,1,28,81,C
2024,1,29,81,C
2024,1,30,88,C
2024,1,31,92,C
2024,2,1,92,C
2024,2,2,87,C
2024,2,3,85,C
2024,2,4,93,C
2024,2,5,86,C
2024,2,6,86,C
2024,2,7,90,C
2024,2,8,83,C
2024,2,9,73,C
2024,2,10,68,C
2024,2,11,52,C
2024,2,12,48,C
2024,2,13,69,C
2024,2,14,78,C
2024,2,15,69,C
2024,2,16,76,C
2024,2,17,82,C
2024,2,18,88,C
2024,2,19,89,C
2024,2,20,87,C
2024,2,21,82,C
2024,2,22,87,C
2024,2,23,85,C
2024,2,24,71,C
2024,2,25,69,C
2024,2,26,75,C
2024,2,27,70,C
2024,2,28,86,C
2024,2,29,84,C
2024,3,1,69,C
2024,3,2,73,C
2024,3,3,81,C
2024,3,4,92,C
2024,3,5,86,C
2024,3,6,83,C
2024,3,7,70,C
2024,3,8,61,C
2024,3,9,72,C
2024,3,10,84,C
2024,3,11,90,C
2024,3,12,56,C
2024,3,13,64,C
2024,3,14,70,C
2024,3,15,79,C
2024,3,16,89,C
2024,3,17,86,C
2024,3,18,92,C
2024,3,19,65,C
2024,3,20,50,C
2024,3,21,63,C
2024,3,22,84,C
2024,3,23,86,C
2024,3,24,78,C
2024,3,25,80,C
2024,3,26,78,C
2024,3,27,83,C
2024,3,28,82,C
2024,3,29,83,C
2024,3,30,81,C
2024,3,31,85,C
2024,4,1,82,C
2024,4,2,80,C
2024,4,3,79,C
2024,4,4,82,C
2024,4,5,82,C
2024,4,6,91,C
2024,4,7,88,C
2024,4,8,87,C
2024,4,9,77,C
2024,4,10,66,C
2024,4,11,78,C
2024,4,12,78,C
2024,4,13,77,C
2024,4,14,78,C
2024,4,15,79,C
2024,4,16,77,C
2024,4,17,77,C
2024,4,18,80,C
2024,4,19,82,C
2024,4,20,82,C
2024,4,21,91,C
2024,4,22,89,C
2024,4,23,92,C
2024,4,24,89,C
2024,4,25,87,C
2024,4,26,91,C
2024,4,27,87,C
2024,4,28,92,C
2024,4,29,86,C
2024,4,30,81,C
2024,5,1,93,C
2024,5,2,88,C
2024,5,3,88,C
2024,5,4,95,C
2024,5,5,86,C
2024,5,6,82,C
2024,5,7,80,C
2024,5,8,76,C
2024,5,9,66,C
2024,5,10,72,C
2024,5,11,81,C
2024,5,12,85,C
2024,5,13,80,C
2024,5,14,64,C
2024,5,15,60,C
2024,5,16,57,C
2024,5,17,70,C
2024,5,18,70,C
2024,5,19,83,C
2024,5,20,93,C
2024,5,21,96,C
2024,5,22,91,C
2024,5,23,91,C
2024,5,24,93,C
2024,5,25,91,C
2024,5,26,87,C
2024,5,27,85,C
2024,5,28,84,C
2024,5,29,69,C
2024,5,30,87,C
2024,5,31,93,C
2024,6,1,90,C
2024,6,2,85,C
2024,6,3,92,C
2024,6,4,86,C
2024,6,5,92,C
2024,6,6,89,C
2024,6,7,92,C
2024,6,8,91,C
2024,6,9,94,C
2024,6,10,86,C
2024,6,11,85,C
2024,6,12,86,C
2024,6,13,86,C
2024,6,14,85,C
2024,6,15,89,C
2024,6,16,87,C
2024,6,17,81,C
2024,6,18,83,C
2024,6,19,82,C
2024,6,20,83,C
2024,6,21,77,C
2024,6,22,78,C
